idINS,individuals,households,households_poor,households_1person,households_5plus_person,households_owner,households_single_parent,sum_niveau_de_vie_eur,sum_dwelling_surface_m2,households_collective_housing,households_house,households_social_housing,pop_0_3,pop_4_5,pop_6_10,pop_11_17,pop_18_24,pop_25_39,pop_40_54,pop_55_64,pop_65_79,pop_80p,avg_niveau_de_vie_eur
CRS3035RES200mN2615600E3471000,71.0,27.0,2.0,5.0,1.0,26.0,0.0,1914305.7,3066.0,0.0,27.0,0.0,7.0,1.0,1.0,5.0,6.0,11.0,18.0,11.0,7.0,4.0,26962.0
CRS3035RES200mN2615600E3471200,32.0,12.2,0.5,1.4,0.9,10.8,0.9,830984.4,1445.4,0.0,12.2,0.0,2.7,0.4,4.1,1.3,1.4,7.2,5.4,2.3,6.3,0.9,25968.0
CRS3035RES200mN2615600E3476600,15.0,7.6,0.8,3.3,0.3,6.0,0.0,324884.1,736.6,1.1,6.5,0.0,0.8,0.0,0.9,0.7,0.3,3.0,3.3,3.5,2.2,0.3,21659.0
CRS3035RES200mN2615600E3477600,10.0,4.8,1.2,1.6,0.4,4.4,0.0,209929.5,434.0,0.0,4.8,0.0,0.4,0.0,0.8,0.4,0.4,0.8,2.4,2.0,2.8,0.0,20993.0
CRS3035RES200mN2615600E3477800,3.0,1.4,0.4,0.5,0.1,1.3,0.0,62978.8,130.2,0.0,1.4,0.0,0.1,0.0,0.2,0.1,0.1,0.3,0.7,0.6,0.9,0.0,20993.0
CRS3035RES200mN2615600E3478000,1.0,0.4,0.1,0.1,0.1,0.3,0.0,22285.4,41.3,0.0,0.4,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.1,22285.0
CRS3035RES200mN2615600E3480000,2.0,1.0,0.2,0.2,0.0,0.9,0.1,42373.6,99.9,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.6,0.6,0.2,21187.0
CRS3035RES200mN2615600E3480200,9.0,4.3,0.9,0.8,0.0,3.9,0.3,190681.1,449.6,0.0,4.3,0.0,0.1,0.1,0.0,0.3,0.4,0.7,1.1,2.6,2.8,0.9,21187.0
CRS3035RES200mN2615600E3480400,4.0,1.9,0.4,0.4,0.0,1.7,0.1,84747.2,199.8,0.0,1.9,0.0,0.1,0.1,0.0,0.1,0.2,0.3,0.5,1.1,1.2,0.4,21187.0
CRS3035RES200mN2615600E3480600,8.0,3.8,0.8,0.7,0.0,3.5,0.2,169494.3,399.6,0.0,3.8,0.0,0.1,0.1,0.0,0.2,0.4,0.6,1.0,2.3,2.5,0.8,21187.0
CRS3035RES200mN2615600E3480800,2.0,1.0,0.2,0.2,0.0,0.9,0.1,42373.6,99.9,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.6,0.6,0.2,21187.0
CRS3035RES200mN2615600E3481000,4.0,1.9,0.4,0.4,0.0,1.7,0.1,84747.2,199.8,0.0,1.9,0.0,0.1,0.1,0.0,0.1,0.2,0.3,0.5,1.1,1.2,0.4,21187.0
CRS3035RES200mN2615600E3482000,3.0,1.3,0.1,0.3,0.0,1.2,0.2,72607.1,160.7,0.0,1.3,0.0,0.1,0.1,0.2,0.3,0.2,0.5,0.7,0.4,0.2,0.3,24202.0
CRS3035RES200mN2615600E3484400,4.0,1.4,0.2,0.2,0.1,1.3,0.1,93422.6,168.4,0.0,1.4,0.0,0.2,0.1,0.3,0.7,0.1,0.8,0.8,0.5,0.3,0.2,23356.0
CRS3035RES200mN2615600E3484600,2.0,0.7,0.1,0.1,0.1,0.6,0.0,46711.3,84.2,0.0,0.7,0.0,0.1,0.0,0.2,0.3,0.1,0.4,0.4,0.2,0.2,0.1,23356.0
CRS3035RES200mN2615600E3484800,10.0,3.5,0.4,0.6,0.3,3.2,0.2,233556.5,421.0,0.1,3.4,0.0,0.4,0.2,0.8,1.7,0.3,1.9,2.0,1.3,0.8,0.6,23356.0
CRS3035RES200mN2615600E3485000,8.0,3.2,0.2,0.8,0.3,2.9,0.1,172697.8,350.1,0.0,3.2,0.0,0.4,0.1,0.7,1.1,0.1,1.1,1.6,1.1,1.3,0.4,21587.0
CRS3035RES200mN2615600E3485200,21.0,8.4,0.6,2.1,0.9,7.5,0.3,453331.7,918.9,0.0,8.4,0.0,0.9,0.3,1.8,3.0,0.3,3.0,4.2,3.0,3.3,0.9,21587.0
CRS3035RES200mN2615600E3488200,5.0,2.0,0.2,0.6,0.3,1.7,0.1,110417.7,210.2,0.1,1.9,0.0,0.2,0.2,0.2,0.4,0.6,0.6,0.8,0.9,0.9,0.2,22084.0
CRS3035RES200mN2615600E3488400,27.0,10.9,1.1,3.4,1.7,9.2,0.6,596255.6,1135.1,0.6,10.3,0.0,1.1,1.2,1.2,2.3,3.4,3.4,4.0,4.6,4.6,1.2,22084.0
CRS3035RES200mN2615600E3490000,3.0,1.8,0.3,1.0,0.0,0.8,0.2,77123.8,169.0,0.7,1.1,0.0,0.0,0.2,0.2,0.0,0.3,0.3,0.3,1.0,0.7,0.0,25708.0
CRS3035RES200mN2615600E3490800,1.0,0.6,0.1,0.3,0.0,0.3,0.1,25707.9,56.3,0.2,0.4,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.3,0.2,0.0,25708.0
CRS3035RES200mN2615600E3491200,5.5,2.5,0.4,1.1,0.1,1.4,0.4,108569.4,257.2,0.4,2.1,0.0,0.1,0.1,0.5,0.6,0.4,0.6,0.7,0.7,1.0,0.8,19740.0
CRS3035RES200mN2615600E3491400,25.0,13.0,0.0,6.0,1.0,7.0,1.0,576388.1,1164.0,3.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,6.0,4.0,7.0,0.0,23056.0
CRS3035RES200mN2615600E3491600,47.5,20.0,8.0,7.0,2.0,2.0,9.0,941547.4,1482.0,18.0,2.0,3.0,4.0,5.0,1.5,8.0,7.0,6.0,9.0,3.0,4.0,0.0,19822.0
CRS3035RES200mN2615600E3491800,37.0,21.0,2.0,8.0,0.0,16.0,0.0,857732.9,2227.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,22.0,5.0,23182.0
CRS3035RES200mN2615600E3492000,80.0,45.0,2.0,24.0,2.0,39.0,3.0,1818892.8,4113.0,0.0,45.0,0.0,1.0,0.0,5.0,7.0,2.0,8.0,11.0,10.0,23.0,13.0,22736.0
CRS3035RES200mN2615600E3492200,42.0,21.0,1.0,8.0,0.0,19.0,2.0,1043549.2,2268.0,0.0,21.0,0.0,3.0,1.0,1.0,0.0,1.0,10.0,2.0,5.0,10.0,9.0,24846.0
CRS3035RES200mN2615600E3492400,47.0,30.0,5.0,16.0,0.0,21.0,2.0,1148099.3,2441.0,0.0,30.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,7.0,18.0,10.0,24428.0
CRS3035RES200mN2615600E3492600,47.0,24.0,1.0,8.0,0.0,22.0,3.0,1106380.5,2470.0,0.0,24.0,0.0,1.5,1.0,3.0,3.5,2.0,8.0,7.0,5.0,13.0,3.0,23540.0
CRS3035RES200mN2615600E3492800,88.0,48.0,11.0,19.0,0.0,15.0,8.0,1643905.5,3725.0,0.0,48.0,31.0,2.0,2.0,4.0,9.0,2.0,6.0,6.0,20.0,31.0,6.0,18681.0
CRS3035RES200mN2615600E3493000,137.5,73.0,13.0,35.0,2.0,13.0,9.0,2941496.0,5062.0,26.0,47.0,14.0,6.5,4.0,4.5,6.5,10.0,25.0,33.0,22.0,23.0,3.0,21393.0
CRS3035RES200mN2615600E3493200,17.0,11.0,4.0,5.0,0.0,1.0,3.0,301533.8,877.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,4.0,3.0,17737.0
CRS3035RES200mN2615600E3500600,3.0,1.1,0.1,0.2,0.1,0.9,0.1,71582.4,128.7,0.0,1.1,0.0,0.2,0.1,0.2,0.1,0.1,0.9,0.6,0.4,0.3,0.1,23861.0
CRS3035RES200mN2615600E3500800,2.5,0.9,0.1,0.2,0.1,0.8,0.1,59652.0,107.3,0.0,0.9,0.0,0.2,0.0,0.2,0.1,0.1,0.8,0.5,0.3,0.3,0.0,23861.0
CRS3035RES200mN2615600E3501000,6.0,2.1,0.4,0.3,0.3,1.6,0.3,131439.2,293.6,0.0,2.1,0.0,0.1,0.1,0.6,0.9,0.4,1.2,1.3,0.8,0.6,0.0,21907.0
CRS3035RES200mN2615600E3501200,35.0,20.0,5.0,12.0,0.0,13.0,0.0,741079.1,2062.0,2.0,18.0,0.0,1.0,1.0,2.0,2.0,1.0,6.0,9.0,4.0,5.0,4.0,21174.0
CRS3035RES200mN2615600E3501400,30.0,10.4,1.9,1.4,1.4,7.9,1.4,657196.2,1467.8,0.0,10.4,0.0,0.5,0.5,3.1,4.4,2.1,6.0,6.2,4.2,2.8,0.2,21907.0
CRS3035RES200mN2615600E3501600,5.0,1.7,0.3,0.2,0.2,1.3,0.2,109532.7,244.6,0.0,1.7,0.0,0.1,0.1,0.5,0.7,0.4,1.0,1.0,0.7,0.5,0.0,21907.0
CRS3035RES200mN2615600E3503800,3.0,1.2,0.1,0.2,0.0,1.1,0.2,69891.0,149.0,0.0,1.2,0.0,0.1,0.0,0.2,0.3,0.2,0.2,0.9,0.4,0.6,0.1,23297.0
CRS3035RES200mN2615600E3504000,19.0,7.9,1.4,1.4,0.3,7.3,1.0,428222.1,974.5,0.0,7.9,0.0,1.0,0.4,1.7,1.0,0.4,4.5,3.1,3.1,3.1,0.7,22538.0
CRS3035RES200mN2615800E3465200,25.0,10.2,1.9,1.9,0.9,9.3,0.9,913686.5,1335.2,0.0,10.2,0.0,0.0,0.0,0.0,2.8,0.9,3.7,2.8,4.6,6.5,3.7,36547.0
CRS3035RES200mN2615800E3465400,63.5,36.0,3.0,14.0,0.0,25.0,3.0,1941407.8,3186.0,5.0,31.0,0.0,1.0,0.0,1.0,1.5,3.0,8.0,11.0,8.0,18.0,12.0,30573.0
CRS3035RES200mN2615800E3465600,97.0,45.0,2.0,12.0,2.0,41.0,8.0,2546086.0,3885.0,0.0,45.0,0.0,1.0,1.0,8.5,10.5,1.0,8.0,20.0,7.0,21.0,19.0,26248.0
CRS3035RES200mN2615800E3465800,62.0,27.0,3.0,6.0,1.0,26.0,3.0,1402158.4,2471.0,0.0,27.0,0.0,1.0,2.0,5.0,6.0,1.0,5.0,10.0,3.0,17.0,12.0,22615.0
CRS3035RES200mN2615800E3466000,77.0,35.0,1.0,7.0,2.0,34.0,1.0,2120575.9,3694.0,0.0,35.0,0.0,1.0,2.0,1.0,2.0,6.0,6.0,9.0,4.0,35.0,11.0,27540.0
CRS3035RES200mN2615800E3466200,82.5,52.0,9.0,30.0,0.0,35.0,5.0,2035805.8,3627.0,0.0,52.0,0.0,2.0,0.0,2.0,4.5,8.0,8.0,10.0,12.0,23.0,13.0,24676.0
CRS3035RES200mN2615800E3466400,25.0,11.1,1.2,3.2,0.3,6.4,1.5,627295.2,1066.4,1.7,9.4,0.3,0.9,0.6,0.4,2.1,2.3,5.0,3.5,2.6,6.1,1.5,25092.0
CRS3035RES200mN2615800E3466600,8.5,3.8,0.4,1.1,0.1,2.2,0.5,213280.4,362.6,0.6,3.2,0.1,0.3,0.2,0.1,0.7,0.8,1.7,1.2,0.9,2.1,0.5,25092.0
CRS3035RES200mN2615800E3466800,18.0,8.0,0.8,2.3,0.2,4.6,1.1,451652.5,767.8,1.3,6.7,0.2,0.6,0.4,0.3,1.5,1.7,3.6,2.5,1.9,4.4,1.1,25092.0
CRS3035RES200mN2615800E3467000,7.0,5.6,1.4,4.2,0.0,4.7,0.0,214132.1,744.8,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.4,1.4,1.9,1.4,30590.0
CRS3035RES200mN2615800E3467200,3.0,2.4,0.6,1.8,0.0,2.0,0.0,91770.9,319.2,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,0.8,0.6,30590.0
CRS3035RES200mN2615800E3467400,2.0,1.6,0.4,1.2,0.0,1.3,0.0,61180.6,212.8,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.4,0.5,0.4,30590.0
CRS3035RES200mN2615800E3468800,15.0,6.5,1.4,1.6,0.2,5.6,0.7,405485.5,687.9,0.0,6.5,0.0,0.9,0.5,0.2,0.8,1.4,1.2,3.0,2.1,4.2,0.7,27032.0
CRS3035RES200mN2615800E3471400,1.0,0.4,0.0,0.0,0.0,0.3,0.0,25968.3,45.2,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.0,25968.0
CRS3035RES200mN2615800E3474400,7.0,3.1,1.1,1.1,0.0,2.0,0.6,152028.6,333.8,0.0,3.1,0.0,0.5,0.3,0.3,0.0,1.1,1.1,1.7,0.6,0.8,0.6,21718.0
CRS3035RES200mN2615800E3475800,4.0,1.8,0.6,0.6,0.0,1.1,0.3,86873.5,190.7,0.0,1.8,0.0,0.3,0.2,0.2,0.0,0.6,0.6,1.0,0.3,0.5,0.3,21718.0
CRS3035RES200mN2615800E3476000,44.0,23.0,1.0,8.0,0.0,19.0,4.0,939792.1,1953.0,0.0,23.0,0.0,2.0,1.0,2.0,2.0,1.0,7.0,5.0,7.0,10.0,7.0,21359.0
CRS3035RES200mN2615800E3476200,7.5,3.8,0.4,1.6,0.1,3.0,0.0,162442.0,368.3,0.5,3.3,0.0,0.4,0.0,0.5,0.4,0.1,1.5,1.6,1.8,1.1,0.1,21659.0
CRS3035RES200mN2615800E3476400,38.5,18.0,4.0,7.0,1.0,13.0,3.0,778913.0,1582.0,3.0,15.0,0.0,0.0,3.0,2.0,5.5,2.0,5.0,9.0,7.0,5.0,0.0,20232.0
CRS3035RES200mN2615800E3476600,49.0,20.0,2.0,4.0,1.0,16.0,1.0,1093169.2,1900.0,0.0,20.0,0.0,2.0,1.0,1.0,6.0,4.0,9.0,11.0,5.0,9.0,1.0,22310.0
CRS3035RES200mN2615800E3479400,15.0,5.7,0.9,1.3,0.9,4.9,0.0,334280.4,619.4,0.0,5.7,0.0,0.0,0.0,1.5,2.0,0.9,1.8,3.5,4.0,0.4,0.9,22285.0
CRS3035RES200mN2615800E3479600,31.0,13.0,0.0,3.0,1.0,13.0,0.0,838923.9,1583.0,0.0,13.0,0.0,3.0,0.0,0.0,1.0,2.0,9.0,4.0,9.0,3.0,0.0,27062.0
CRS3035RES200mN2615800E3479800,8.0,3.1,0.5,0.7,0.5,2.6,0.0,178282.9,330.4,0.0,3.1,0.0,0.0,0.0,0.8,1.1,0.5,0.9,1.9,2.1,0.2,0.5,22285.0
CRS3035RES200mN2615800E3480000,6.0,2.9,0.6,0.5,0.0,2.6,0.2,127120.7,299.7,0.0,2.9,0.0,0.1,0.1,0.0,0.2,0.3,0.4,0.7,1.7,1.9,0.6,21187.0
CRS3035RES200mN2615800E3480200,4.0,1.9,0.4,0.4,0.0,1.7,0.1,84747.2,199.8,0.0,1.9,0.0,0.1,0.1,0.0,0.1,0.2,0.3,0.5,1.1,1.2,0.4,21187.0
CRS3035RES200mN2615800E3480400,4.0,1.9,0.4,0.4,0.0,1.7,0.1,84747.2,199.8,0.0,1.9,0.0,0.1,0.1,0.0,0.1,0.2,0.3,0.5,1.1,1.2,0.4,21187.0
CRS3035RES200mN2615800E3480800,4.0,1.9,0.4,0.4,0.0,1.7,0.1,84747.2,199.8,0.0,1.9,0.0,0.1,0.1,0.0,0.1,0.2,0.3,0.5,1.1,1.2,0.4,21187.0
CRS3035RES200mN2615800E3481000,6.0,2.9,0.6,0.5,0.0,2.6,0.2,127120.7,299.7,0.0,2.9,0.0,0.1,0.1,0.0,0.2,0.3,0.4,0.7,1.7,1.9,0.6,21187.0
CRS3035RES200mN2615800E3481400,2.0,1.0,0.2,0.2,0.0,0.9,0.1,42373.6,99.9,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.6,0.6,0.2,21187.0
CRS3035RES200mN2615800E3481800,2.0,1.0,0.2,0.2,0.0,0.9,0.1,42373.6,99.9,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.6,0.6,0.2,21187.0
CRS3035RES200mN2615800E3485200,25.0,11.0,1.0,4.0,1.0,11.0,1.0,618731.6,1099.0,0.0,11.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,7.0,0.0,5.0,3.0,24749.0
CRS3035RES200mN2615800E3488000,2.0,0.8,0.1,0.3,0.1,0.7,0.0,44167.1,84.1,0.0,0.8,0.0,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.1,22084.0
CRS3035RES200mN2615800E3488400,3.0,1.2,0.1,0.4,0.2,1.0,0.1,66250.6,126.1,0.1,1.1,0.0,0.1,0.1,0.1,0.3,0.4,0.4,0.5,0.5,0.5,0.1,22084.0
CRS3035RES200mN2615800E3489800,5.0,2.0,0.2,0.6,0.3,1.7,0.1,110417.7,210.2,0.1,1.9,0.0,0.2,0.2,0.2,0.4,0.6,0.6,0.8,0.9,0.9,0.2,22084.0
CRS3035RES200mN2615800E3491400,5.0,2.2,0.3,1.0,0.1,1.2,0.3,98699.5,233.8,0.3,1.9,0.0,0.1,0.1,0.4,0.5,0.3,0.6,0.7,0.7,0.9,0.7,19740.0
CRS3035RES200mN2615800E3491600,11.0,4.9,0.7,2.2,0.2,2.7,0.7,217138.8,514.4,0.7,4.2,0.0,0.2,0.3,1.0,1.1,0.7,1.2,1.5,1.5,2.0,1.5,19740.0
CRS3035RES200mN2615800E3492000,5.0,2.2,0.2,0.5,0.2,1.6,0.3,141728.6,282.3,0.3,1.9,0.0,0.3,0.1,0.2,0.0,0.3,1.6,0.6,0.8,0.8,0.3,28346.0
CRS3035RES200mN2615800E3492200,7.0,3.1,0.2,0.7,0.2,2.2,0.4,198420.0,395.3,0.5,2.6,0.0,0.4,0.2,0.2,0.0,0.4,2.2,0.9,1.1,1.1,0.5,28346.0
CRS3035RES200mN2615800E3492400,52.0,28.0,3.0,12.0,0.0,23.0,2.0,1158992.4,2799.0,0.0,28.0,0.0,1.0,1.0,2.0,3.0,1.0,6.0,9.0,6.0,13.0,10.0,22288.0
CRS3035RES200mN2615800E3492600,69.5,31.0,4.0,9.0,0.0,24.0,2.0,1532442.0,2935.0,0.0,31.0,0.0,4.0,0.0,2.0,8.0,4.5,7.0,13.0,8.0,17.0,6.0,22050.0
CRS3035RES200mN2615800E3492800,39.0,14.0,0.0,1.0,0.0,8.0,1.0,999820.4,1325.0,0.0,14.0,0.0,2.0,0.0,3.0,3.0,4.0,4.0,8.0,8.0,6.0,1.0,25636.0
CRS3035RES200mN2615800E3493000,88.5,44.0,7.0,16.0,0.0,14.0,7.0,1758247.4,3579.0,0.0,44.0,22.0,1.0,1.0,6.5,8.5,5.5,10.0,25.0,11.0,16.0,4.0,19867.0
CRS3035RES200mN2615800E3493200,13.0,5.9,2.0,2.8,0.0,2.4,0.8,221553.3,462.1,0.0,5.9,3.5,0.4,0.8,0.8,1.6,0.8,2.3,2.7,2.0,0.8,0.8,17043.0
CRS3035RES200mN2615800E3496400,5.0,3.0,0.2,1.2,0.0,2.3,0.2,145550.4,352.0,0.0,3.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,2.0,1.4,1.1,0.0,29110.0
CRS3035RES200mN2615800E3500600,3.0,1.1,0.1,0.2,0.1,0.9,0.1,71582.4,128.7,0.0,1.1,0.0,0.2,0.1,0.2,0.1,0.1,0.9,0.6,0.4,0.3,0.1,23861.0
CRS3035RES200mN2615800E3500800,17.0,6.4,0.5,1.3,0.4,5.4,0.7,405633.5,729.6,0.0,6.4,0.0,1.1,0.3,1.2,0.8,0.5,5.2,3.2,2.3,2.0,0.4,23861.0
CRS3035RES200mN2615800E3501000,13.0,4.5,0.8,0.6,0.6,3.4,0.6,284785.0,636.0,0.0,4.5,0.0,0.2,0.2,1.4,1.9,0.9,2.6,2.7,1.8,1.2,0.1,21907.0
CRS3035RES200mN2615800E3501200,27.0,12.0,2.0,4.0,1.0,11.0,2.0,517182.4,1202.0,0.0,12.0,0.0,0.0,0.0,2.0,5.0,2.0,4.0,6.0,4.0,3.0,1.0,19155.0
CRS3035RES200mN2615800E3501400,20.0,6.9,1.2,0.9,0.9,5.3,0.9,438130.8,978.5,0.0,6.9,0.0,0.3,0.3,2.1,2.9,1.4,4.0,4.2,2.8,1.8,0.2,21907.0
CRS3035RES200mN2615800E3501600,19.5,11.0,1.0,4.0,0.0,10.0,2.0,420076.8,1352.0,0.0,11.0,0.0,1.0,0.0,0.5,1.0,0.0,4.0,2.0,2.0,6.0,3.0,21542.0
CRS3035RES200mN2616000E3465200,40.0,23.0,4.0,12.0,1.0,16.0,0.0,1108438.6,2049.0,1.0,22.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,6.0,3.0,18.0,5.0,27711.0
CRS3035RES200mN2616000E3465400,123.0,64.0,6.0,26.0,0.0,39.0,6.0,3245142.4,5174.0,6.0,58.0,0.0,3.0,1.0,4.5,7.5,9.0,13.0,21.0,12.0,41.0,11.0,26383.0
CRS3035RES200mN2616000E3465600,114.0,44.0,4.0,11.0,6.0,36.0,4.0,2823275.8,4038.0,0.0,44.0,0.0,2.0,2.0,7.5,12.5,9.0,11.0,22.0,9.0,22.0,17.0,24766.0
CRS3035RES200mN2616000E3465800,50.0,26.0,0.0,10.0,0.0,25.0,1.0,1512595.1,2658.0,0.0,26.0,0.0,0.0,0.0,2.5,1.5,6.0,2.0,11.0,7.0,15.0,5.0,30252.0
CRS3035RES200mN2616000E3466000,6.0,2.8,0.2,0.5,0.0,2.6,0.3,162628.4,286.9,0.0,2.8,0.0,0.0,0.2,0.2,0.0,0.5,0.3,0.8,0.3,3.1,0.6,27105.0
CRS3035RES200mN2616000E3466200,10.0,4.6,0.3,0.8,0.0,4.3,0.5,271047.3,478.1,0.0,4.6,0.0,0.0,0.3,0.3,0.0,0.8,0.5,1.4,0.5,5.1,1.1,27105.0
CRS3035RES200mN2616000E3466800,77.0,37.0,2.0,12.0,1.0,30.0,3.0,2005098.4,3718.0,0.0,37.0,0.0,1.0,0.0,1.0,3.0,10.0,4.0,17.0,12.0,17.0,12.0,26040.0
CRS3035RES200mN2616000E3467000,62.0,26.0,5.0,7.0,1.0,12.0,6.0,1388878.4,2161.0,6.0,20.0,0.0,1.0,0.0,2.0,9.0,12.0,5.0,15.0,7.0,7.0,4.0,22401.0
CRS3035RES200mN2616000E3467200,34.0,13.0,1.0,0.0,0.0,11.0,2.0,976746.0,1554.0,0.0,13.0,0.0,0.0,0.0,3.0,2.0,4.0,6.0,3.0,4.0,11.0,1.0,28728.0
CRS3035RES200mN2616000E3467400,19.0,7.9,0.3,2.2,0.6,7.5,0.3,574611.5,906.3,0.3,7.6,0.0,0.3,0.0,0.3,0.8,2.2,1.6,2.8,5.3,3.5,2.2,30243.0
CRS3035RES200mN2616000E3468000,8.0,3.7,0.2,1.1,0.5,1.8,0.7,204344.2,323.2,1.8,1.9,0.0,0.5,0.0,0.6,1.3,0.2,1.6,2.0,0.7,1.1,0.0,25543.0
CRS3035RES200mN2616000E3468200,44.5,16.0,2.0,2.0,2.0,14.0,2.0,1103904.8,1690.0,0.0,16.0,0.0,0.0,0.0,2.5,6.0,4.0,4.0,8.0,9.0,10.0,1.0,24807.0
CRS3035RES200mN2616000E3469000,2.0,1.0,0.1,0.3,0.0,0.8,0.1,58335.7,125.1,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.6,0.2,0.2,0.3,29168.0
CRS3035RES200mN2616000E3475800,4.0,1.9,0.7,0.5,0.0,1.4,0.2,74539.0,206.4,0.2,1.7,0.0,0.0,0.0,0.0,0.3,0.3,0.2,1.2,0.2,1.4,0.4,18635.0
CRS3035RES200mN2616000E3476000,48.0,22.0,5.0,8.0,1.0,19.0,2.0,986190.3,2315.0,0.0,22.0,0.0,2.0,2.0,3.0,6.0,1.0,6.0,11.0,7.0,7.0,3.0,20546.0
CRS3035RES200mN2616000E3476400,13.0,6.2,1.8,2.4,0.3,5.3,0.6,310905.1,677.8,0.0,6.2,0.0,0.0,0.0,0.3,1.8,0.9,0.6,3.8,2.6,2.1,0.9,23916.0
CRS3035RES200mN2616000E3476600,37.0,16.0,1.0,3.0,1.0,15.0,3.0,717575.7,1619.0,0.0,16.0,0.0,2.0,1.0,2.0,4.0,0.0,6.0,4.0,9.0,8.0,1.0,19394.0
CRS3035RES200mN2616000E3479400,29.0,12.0,2.0,3.0,1.0,9.0,2.0,588714.3,1179.0,2.0,10.0,0.0,1.0,0.0,2.0,5.0,2.0,1.0,8.0,1.0,7.0,2.0,20300.0
CRS3035RES200mN2616000E3479600,143.0,57.0,10.0,15.0,4.0,41.0,8.0,3084387.1,5838.0,0.0,57.0,0.0,13.0,7.0,12.0,12.0,7.0,37.0,21.0,15.0,17.0,2.0,21569.0
CRS3035RES200mN2616000E3479800,75.0,29.0,2.0,6.0,3.0,26.0,1.0,1710356.8,3176.0,0.0,29.0,0.0,6.0,5.0,6.0,4.0,3.0,20.0,12.0,8.0,9.0,2.0,22805.0
CRS3035RES200mN2616000E3480000,10.0,3.4,0.1,0.3,0.1,3.0,0.3,239170.4,419.7,0.0,3.4,0.0,0.3,0.1,0.8,1.6,1.0,1.8,2.8,1.2,0.3,0.1,23917.0
CRS3035RES200mN2616000E3481000,52.5,20.0,2.0,6.0,2.0,14.0,0.0,1226890.4,2293.0,0.0,20.0,0.0,3.0,2.0,3.5,6.0,4.0,13.0,9.0,5.0,2.0,5.0,23369.0
CRS3035RES200mN2616000E3481200,15.5,6.6,1.3,1.6,0.3,5.7,1.3,383349.2,941.7,0.0,6.6,0.0,0.0,0.3,0.9,1.6,1.0,2.5,3.5,1.0,4.4,0.3,24732.0
CRS3035RES200mN2616000E3484600,1.0,0.5,0.1,0.2,0.0,0.4,0.0,23758.7,48.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.3,0.1,0.1,23759.0
CRS3035RES200mN2616000E3484800,9.0,4.3,0.5,1.8,0.3,3.8,0.0,213828.7,432.0,0.0,4.3,0.0,0.0,0.2,0.1,0.3,0.8,1.5,1.8,2.8,1.0,0.5,23759.0
CRS3035RES200mN2616000E3485000,21.0,9.3,2.2,2.6,0.4,7.4,0.4,440683.1,895.4,0.7,8.6,0.0,0.7,0.4,0.9,1.5,1.9,3.3,4.5,3.0,3.7,1.1,20985.0
CRS3035RES200mN2616000E3485200,11.5,5.1,1.2,1.4,0.2,4.1,0.2,241326.4,490.3,0.4,4.7,0.0,0.4,0.2,0.5,0.8,1.0,1.8,2.5,1.6,2.1,0.6,20985.0
CRS3035RES200mN2616000E3488800,2.0,0.8,0.1,0.2,0.1,0.5,0.1,45697.9,97.5,0.0,0.8,0.0,0.2,0.0,0.0,0.1,0.1,0.4,0.3,0.5,0.3,0.1,22849.0
CRS3035RES200mN2616000E3489200,1.0,0.4,0.0,0.1,0.0,0.4,0.1,22927.4,44.3,0.0,0.4,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.0,22927.0
CRS3035RES200mN2616000E3489400,3.5,1.4,0.1,0.4,0.1,1.4,0.2,80245.8,155.0,0.0,1.4,0.0,0.0,0.1,0.4,0.5,0.2,0.4,1.0,0.4,0.4,0.1,22927.0
CRS3035RES200mN2616000E3489800,36.5,14.9,1.3,4.5,0.6,14.2,1.9,836848.9,1616.3,0.0,14.9,0.0,0.0,0.6,3.9,5.5,2.6,3.9,10.3,3.9,4.5,1.3,22927.0
