name,address,postal_code,COMMUNE,nom_commune,domain_code,domain,subdomain_code,subdomain,type_code,type,geoloc_quality_code,longitude,latitude
AUPEE FLORIAN,11 AV DENFERT ROCHEREAU,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.18833,46.16551
LA RUCHE,146 AV DES CORSAIRES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.17037,46.16933
PDVJP,21 BD ANDRE SAUTEL,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.13539,46.16732
SARL FRANCOIS ETR BRIGITTE,PROM DE LA CONCURRENCE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16015,46.15543
LA VOILE BLANCHE,13 QUAI DU GABUT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15093,46.1553
MACJ,33 QUAI DU GABUT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15093,46.1553
SARL OLSO,37 QUAI DU GABUT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15093,46.1553
2TLR,4 RUE DE LA CHAINE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.1546,46.15634
LE P'TIT AMIRAL,12 RUE DE LA CHAINE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15482,46.15604
SARL TALABOU,22 RUE DES TEMPLIERS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15277,46.1592
LA ROCHELAISE DES GLACES SARL,15 RUE DU PORT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15163,46.15835
CHINACOT PAIRIN,8 RUE GAMBETTA,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14824,46.16181
KAMAX,1 RUE GEORGES MORVAN,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15428,46.14344
LE MALGACHE,19 AV DU LAZARET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16628,46.14062
LA VALLEE KABYLE,87 BD ANDRE SAUTEL,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.13133,46.16858
HANGAR 27,31 BD MARECHAL LYAUTEY,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.20652,46.16067
CHAGNAUD IRENE,PL DES HALLES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,12,-1.19942,46.16986
SARL LOLA,QUAI DE LA GEORGETTE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15093,46.1553
SARL CAROLINE,33 QUAI DU GABUT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15093,46.1553
LUCAREST,30 RUE DE LA SCIERIE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.1537,46.14674
CHEZ MARIE,RUE GAMBETTA,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14919,46.16175
ADAM'S PIZZERIA,9 RUE GAMBETTA,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14933,46.16202
WALO,45 RUE SAINT NICOLAS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14931,46.15654
ICI AM ET CIE,46 RUE SAINT NICOLAS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14919,46.15669
JVCF,1 B RUE SAINT SAUVEUR,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15147,46.15893
MC NULTY'S & SONS,9 RUE VERDIERE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15486,46.15794
AU LR RESTAURANT,22 RUE VERDIERE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15544,46.15722
GROSSET PASCAL,2 B BD EMILE DELMAS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.20765,46.16144
LE PERE LUCHON,AV DU LAZARET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16839,46.14132
ZBR,90 AV JEAN GUITON,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16894,46.16028
SARL ZIZN,83 BD ANDRE SAUTEL,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.13165,46.16849
HATTORI,8 QUAI DUPERRE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15145,46.15824
LE PUB L.R,14 QUAI DUPERRE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15205,46.15847
E.M.S.M,49 RUE ALBERT 1 ER,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15114,46.16621
SARL BELOTE ET RE,4 RUE DES CARMES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15483,46.157
EPIROCHE,2 RUE DU PORT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.1515,46.15878
L.R.R,2 RUE LEONCE VIELJEUX,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15385,46.15805
PRAO,10 RUE SAINT NICOLAS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14976,46.15786
MEGHOUFEL YACIA,10 AV DES CORSAIRES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.17533,46.16459
SAYSANA CHAO,130 AV DES CORSAIRES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.17073,46.16915
LA CANTINA DI POLPO,25 B AV DES MINIMES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16308,46.1425
S.A.S SACP-GLACIER,8 CRS DES DAMES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15362,46.15769
BANKIZ,16 CRS DES DAMES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15378,46.15749
CHICKANO FOOD,3 PL DE L EUROPE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.17943,46.16659
LMB,20 QUAI DUPERRE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15225,46.15824
LES BROCS,38 QUAI DUPERRE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15299,46.15819
LE VIEUX PORT,1 QUAI VALIN,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15033,46.15807
LE PANIER DE CRABES,9 RUE DE LA FOURCHE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14906,46.1577
SARL BALI,22 RUE DE LA MONNAIE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15814,46.15604
AURBAG,41 RUE DE LA SCIERIE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15334,46.14945
SIMONE & CIE,5 RUE DES BONNES FEMMES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14895,46.16259
OHANA,16 RUE DU CORDOUAN,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14921,46.16306
JPS,12 RUE DU PORT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15174,46.15855
RONDEAU,41 RUE GAMBETTA,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14753,46.16182
JAMARODRI,22 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15537,46.15647
LES FILS A LA ROCHELLE,59 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15679,46.15624
LE POISSON NIPPON,4 RUE SAINT SAUVEUR,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15159,46.15885
L'ANTRE COPAINS,18 RUE THIERS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14853,46.16136
FAMAPY,17 AV DU LAZARET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16601,46.14063
CAFE DE LA POSTE,1 PL DE L HOTEL DE VILLE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15194,46.15988
SSP PROVINCE,PL PIERRE SEMARD,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,12,-1.14493,46.15292
AU POIDS DU ROY,10 B QUAI DUPERRE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15166,46.15828
MDR JBC,22 QUAI LOUIS DURAND,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14847,46.15857
LGT17,3 RUE ALFRED KASTLER,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16008,46.14085
SAS LOTHO,46 RUE CHAUDRIER,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15243,46.16234
AU-TACOS,19 B RUE CHEF DE VILLE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15469,46.15823
L'IMPREVU,1 B RUE DE LA FOURCHE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14932,46.1579
BOUBA COOKER,13 RUE DU CORDOUAN,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14939,46.16324
BROUET,15 RUE DU DOCTEUR BIGOIS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.2043,46.16251
LAGARDERE TRAVEL RETAIL FRANCE,RUE DU JURA,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.19886,46.176
JJW,31 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15567,46.15619
SALYAL,39 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.156,46.15617
LE MEDINA KEBAB,62 RUE SAINT NICOLAS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14898,46.15632
ASIAN FOOD,6 RUE SAINT SAUVEUR,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15156,46.15881
MGS,3 RUE DE LA FOURCHE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14923,46.15795
FOOD HALLEN,23 AV AMERIGO VESPUCCI,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15452,46.15193
KEBAB LUXE,9 AV BILLAUD VARENNE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.12229,46.15247
TURQUOISE SARL,33 AV DU GENERAL DE GAULLE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14736,46.15461
SARL TALABOU,AV DU LAZARET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16839,46.14132
TONTON MABOULE,48 AV DU LAZARET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16867,46.14105
LA VILLA,62 AV DU LAZARET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.1708,46.14202
RAYKING,AV HENRI BECQUEREL,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15417,46.14703
LAVERGNE PAINGAUD,12 AV JEAN GUITON,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16175,46.15913
HOA-PHUONG,10 PL DES CORDELIERS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14572,46.16275
UN VOYAGE A DAMAS,13 QUAI DE MARANS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14763,46.15561
HBCC,21 QUAI DU GABUT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15068,46.15574
AUX PONTONS DU VIEUX PORT,39 QUAI DU GABUT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15093,46.1553
PRIME,30 RUE CHAUDRIER,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15268,46.16178
SARL BOULESIOS,9 RUE DE LA CHAINE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15495,46.15596
LR MAMIE,4 RUE DE LA FORME,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14873,46.16169
L'EMPORTE BONHEUR,14 RUE DE SUEDE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16009,46.16176
LPC,2 RUE DES CLOUTIERS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14901,46.16206
PORT NEUF PIZZAS,6 RUE DES FRERES LUMIERE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.17867,46.16008
SARL SAYAH,24 RUE DES TEMPLIERS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15265,46.15919
MEK,23 RUE DU DOCTEUR BIGOIS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.20419,46.16205
COSNARD RICHARD,RUE DU DOCTEUR SCHWEITZER,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,12,-1.14534,46.15832
2LIU,14 RUE DU PORT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15165,46.1585
KALICE,14 B RUE DU TEMPLE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15249,46.15879
BAG' LR,30 RUE DU TEMPLE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15318,46.15861
GOSSYP,21 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15521,46.15625
AYCK 1,48 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15677,46.1564
YAHIAOUI TAHAR,10 RUE SAINT NICOLAS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14976,46.15786
COSSE CHRISTELL,24 RUE THEROIGNE DE MERICOURT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.1184,46.15251
L'ANNAM,22 RUE THIERS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14834,46.16133
AAMIR YAQOOB MALIK,7 RUE MIRABEAU,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.12079,46.15081
BRANDY,16 ALL DU MAIL,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16429,46.15613
SALLAK DRISS,8 AV DE MOSCOU,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.18284,46.16987
GABANNE,AV DU LAZARET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16813,46.14195
LUMA,48 AV DU LAZARET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16867,46.14105
CASA DELLA PIZZA,99 AV DU LIEUTENANT COLONEL BERNIER,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15866,46.1702
L'ARDOISE VDR,AV DU 11 NOVEMBRE 1918,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15003,46.17284
BRASSERIE JEAN,10 AV JEAN GUITON,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16142,46.15947
PC2S,42 AV JEAN MONNET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15379,46.14385
RESTOMINIMES,59 AV JEAN MONNET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.1555,46.14228
SARL PIZZA GIOVANNI,AV LOUIS GUILLET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.18401,46.17012
OPTIMUM - LA MEDUSE,96 BD EMILE DELMAS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.21441,46.16099
EPIDAMES,36 CRS DES DAMES,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15416,46.15704
JACEO,PL BERNARD MOITESSIER,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,12,-1.15126,46.15089
BIIMS,5 PL DU CDT DE LA MOTTE ROUGE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14849,46.15588
BROSSARD-COUTANCEAU,PROM DE LA CONCURRENCE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16015,46.15543
MOTIVATIONS,23 QUAI DU GABUT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15093,46.1553
CAFE PECHU,37 QUAI VALIN,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14954,46.15679
CHLOE PIZZ,3 RUE CHASSELOUP LAUBAT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.1514,46.16627
SARL DORINET,14 RUE DE L ANGE GARDIEN,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.17001,46.14017
ATELIER DUBERT,13 RUE DE LA CHAINE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15511,46.15587
BUNSIK LR,21 RUE DU MINAGE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15024,46.16266
POKE BAR,40 RUE DU TEMPLE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15364,46.15864
LE SEA WORLD CAFE,83 RUE EMILE NORMANDIN,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14312,46.14722
BUN'S GARDEN,2 RUE JACQUES MONOD,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.1595,46.14027
NAAN'S,9 RUE LEONCE VIELJEUX,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15425,46.15784
NAVEED HASSAN KHAN,7 RUE MIRABEAU,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.12079,46.15081
GAUDUCHON BENEDICTE,51 RUE SAINT CLAUDE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.14748,46.15657
CHR EXPLOITATION SAS,5 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15472,46.15644
AIR INVEST RESTO,15 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.1551,46.15635
CARLOTTA,30 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15613,46.15632
KADO,33 RUE SAINT JEAN DU PEROT,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15577,46.15617
SAU FOOD,7 RUE VERDIERE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15483,46.15803
OHAYO 17,15 AV DU LAZARET,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.16649,46.14052
BARBAPAPA,29 AV MICHEL CREPEAU,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15515,46.15341
PAPA SCHULTZ,37 AV RAYMOND POINCARE,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.20014,46.16887
HUGUAINE,128 BD EMILE DELMAS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.21688,46.16108
BR LE GABUT,8 PL DES COUREAULEURS,17000,17300,LA ROCHELLE,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-1.15106,46.15533
