name,address,postal_code,COMMUNE,nom_commune,domain_code,domain,subdomain_code,subdomain,type_code,type,geoloc_quality_code,longitude,latitude
TABURET DAMIEN,7 RUE DE LA TAILLEE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-0.93265,46.11643
H.T. CLIMATISATION,78 RUE DE FRACE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-0.9176,46.12298
DINVAUX REGIS,11 RUE OCTAVE MUREAU,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-0.93299,46.11567
MICOU LAURENT,34 RUE DU 19 MARS 1962,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-0.93092,46.11997
M2S ENERGIES,61 B 61 B ZONE INDUSTRIELLE LES GRAND,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,21,-0.97208,46.11263
MIMAULT MATHIS,1 RUE DU CHILOUP,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A404,PLOMBIER COUVREUR CHAUFFAGISTE,11,-0.93679,46.11074
THIBURCE CHRISTOPHE,2 B RUE DU 19 MARS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-0.93455,46.11851
ECE,ZI DES GRANDS CHAMPS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-0.97421,46.11466
BENOIST ALAIN,22 RUE DES CHARDONNERETS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-0.92972,46.10981
LHOMME DIDIER,ZI DES GRANDS CHAMPS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,22,-0.92675,46.13183
ROBINO VINCENT,8 RUE DES FAUVETTES,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-0.9316,46.10968
BERNARDEAU STEPHANE,8 RUE DU GODINET,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-0.92161,46.10752
GILLAIZEAU JULIEN,96 RUE DE FRACE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-0.91691,46.12456
MERCIER FREDERIC,27 RUE DE LAQUET,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-0.92606,46.11117
MAT'ELEC 17,10 IMP DES HIRONDELLES,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A405,ÉLECTRICIEN,11,-0.92868,46.11193
ETABLISSEMENTS NORMANDIN,RUE JEAN MERMOZ,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A406,ENTREPRISE GÉNÉRALE DU BÂTIMENT,11,-0.94689,46.10202
CDS,29 T RUE DE L AUNIS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A406,ENTREPRISE GÉNÉRALE DU BÂTIMENT,11,-0.93531,46.11324
IGNIS,58 RUE DE L AUNIS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A4,Artisanat du bâtiment,A406,ENTREPRISE GÉNÉRALE DU BÂTIMENT,11,-0.93587,46.11125
POUPIN,12 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-0.93367,46.1164
PASQUET CATHERINE,15 B RUE DU PERE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-0.9457,46.11128
AUDIN CAROLINE,10 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-0.93373,46.11635
CHAMARD EMILIEN,2 RUE DE LA POSTE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-0.93589,46.11472
AIGREFEUILLE COIFFURE,11 PL DE LA POSTE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-0.93666,46.1157
JARASSIER ELODIE,35 AV DES MARRONNIERS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-0.94162,46.11461
COUSIN DEBORA,15 RUE DE LA TREILLE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,33,-0.9243,46.11568
BEILLEROT LAETITIA,37 RUE DE L ANGLE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A501,COIFFURE,11,-0.93265,46.11027
VPLUS AIGREFEUILLE D'AUNIS,18 RUE DES ECOLES,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A502,VÉTÉRINAIRE,11,-0.94015,46.11713
RANDSTAD,RUE DU FIEF GIRARD,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A503,AGENCE DE TRAVAIL TEMPORAIRE,12,-0.9415,46.10246
JAOUEN CAROLINE,28 RUE DU BOIS GAILLARD,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.92263,46.11488
LE NATHLO,6 PL DE LA RENAISSANCE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.93523,46.11625
LA CHAPELLE SAINT PIERRE,5 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.93481,46.1169
R2C,PL DE LA RENAISSANCE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,12,-0.93471,46.11622
GB01,11 AV DES MARRONNIERS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.9368,46.11585
COULON VALERIE,6 RUE DES VENDANGES,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.93513,46.12129
MINTIOT,9 RUE DU CHATEAU D EAU,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.93586,46.11783
C.G KEBAB,16 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.93358,46.11647
CREP'IDEHALLES,7 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.93512,46.11674
RESTAURANT AU BORD DU LAC,SITE DU LAC DE FRACE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,22,-0.91841,46.124
AMC,22 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.93333,46.11673
MOCHIS MOCHIS,PL DE LA RENAISSANCE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,12,-0.93607,46.11708
LAC DE FRACE,8 RLE REMY GABORIT,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A504,RESTAURANT- RESTAURATION RAPIDE,11,-0.93263,46.11418
ADEQUATION IMMO,33 T AV DES MARRONNIERS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-0.94133,46.11432
OS2C,19 RUE DE L AUNIS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-0.93516,46.11484
MARCELLY NATHALIE,36 B RUE DE FRACE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-0.92379,46.11988
HUMAN IMMOBILIER,13 B PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-0.93434,46.11691
GAUCCF,6 RLE REMY GABORIT,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-0.93273,46.11403
DEVCOM,36 B RUE DE FRACE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-0.92379,46.11988
POLIMMO,36 B RUE DE FRACE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-0.92379,46.11988
ROUX SYLVIE,8 IMP DES PLANCHES,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A505,AGENCE IMMOBILIÈRE,11,-0.93511,46.11169
LUCAS ESTELLE,29 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-0.93377,46.11746
MALEIA,20 RUE DE L AUNIS,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-0.93545,46.11516
MOINARD AMANDINE,5 RUE DES FAUVETTES,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-0.93197,46.10964
DURIEUX PERRINE,6 RUE DE SAINT CHRISTOPHE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-0.93389,46.11818
LESNE CHLOE,30 B RUE DE LA TAILLEE,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-0.9294,46.11426
ALLOUCH MARJORIE,6 ALL DES PLATANES,17290,17003,AIGREFEUILLE-D'AUNIS,A,Services aux particuliers,A5,Autres services,A507,INSTITUT DE BEAUTÉ-ONGLERIE,11,-0.92371,46.11356
SAPAGE,PL DE LA RENAISSANCE,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B1,Grandes surfaces,B105,SUPERMARCHÉ ET MAGASIN MULTI-COMMERCE,11,-0.93612,46.11697
L'ARTISAN BOUCHER,8 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B2,Commerces alimentaires,B204,BOUCHERIE CHARCUTERIE,11,-0.93489,46.11736
AUX MILLES DELICES,18 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B2,Commerces alimentaires,B207,BOULANGERIE-PÂTISSERIE,11,-0.93349,46.11655
MALILU,5 RUE DE L AUNIS,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B2,Commerces alimentaires,B207,BOULANGERIE-PÂTISSERIE,11,-0.93441,46.11557
SC SOLBES,6 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B2,Commerces alimentaires,B208,COMMERCE SPÉCIALISÉ EN FRUITS ET LÉGUMES,11,-0.93494,46.11711
CAVE DES HALLES,9 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B2,Commerces alimentaires,B209,COMMERCE DE BOISSONS,11,-0.93519,46.11691
AU VILLAGE DES SAVEURS,31 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B2,Commerces alimentaires,B210,AUTRES COMMERCES ALIMENTAIRES,11,-0.93386,46.1174
ESPRIT VRAC,17 RUE DU CHATEAU D EAU,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B2,Commerces alimentaires,B210,AUTRES COMMERCES ALIMENTAIRES,11,-0.93561,46.11806
BERTRANE JEREMIE,6 RUE DE SAINT CHRISTOPHE,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,11,-0.93389,46.11818
PONT OLIVIER,ZI DES GRANDS CHAMPS,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B306,MAGASIN DE MEUBLES,22,-0.92546,46.13187
BRICAUNIS,38 RUE DE L AUNIS,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B309,DROGUERIE QUINCAILLERIE BRICOLAGE,11,-0.93564,46.11386
BARRET FLEURS,11 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B312,FLEURISTE-JARDINERIE-ANIMALERIE,11,-0.9353,46.11693
LE MEHAUTE SEBASTIEN,7 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B312,FLEURISTE-JARDINERIE-ANIMALERIE,11,-0.9346,46.11665
SARL PHILOPTIC,12 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B313,MAGASIN D’OPTIQUE,11,-0.93519,46.11723
STATION SERVICE,PL DE LA RENAISSANCE,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B316,STATION-SERVICE,12,-0.93471,46.11622
LEMONNIER GUILLAUME,13 AV DU GRAND CHEMIN,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B321,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",11,-0.93627,46.10884
GAUTIER SOPHIE,8 CHE ROCHELAIS,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B324,LIBRAIRIE,11,-0.93639,46.10835
INTERMARCHE - AIGREFEUILLE-DAUNIS,PL DE LA RENAISSANCE,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B326,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,_Z,-0.93576,46.11686
MOBIVE | AIGREFEUILLE | RUE DE LA POSTE,RUE DE LA POSTE,17290,17003,AIGREFEUILLE-D'AUNIS,B,Commerces,B3,Commerces spécialisés non-alimentaires,B326,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,_Z,-0.93619,46.11493
ECOLE MATERNELLE PUBLIQUE,14 RUE DES ECOLES,17290,17003,AIGREFEUILLE-D'AUNIS,C,Enseignement,C1,Enseignement du premier degré,C107,ÉCOLE MATERNELLE,11,-0.93957,46.11689
ECOLE PRIMAIRE PRIVEE EC. PRIMAIRE SAINT-SACREMENT,36 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,C,Enseignement,C1,Enseignement du premier degré,C108,ÉCOLE PRIMAIRE,11,-0.93362,46.11755
ECOLE ELEMENTAIRE PUBLIQUE,14 B RUE DES ECOLES,17290,17003,AIGREFEUILLE-D'AUNIS,C,Enseignement,C1,Enseignement du premier degré,C109,ÉCOLE ÉLÉMENTAIRE,11,-0.93957,46.11689
COLLEGE PRIVE SAINT SACREMENT,36 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,C,Enseignement,C2,Enseignement du second degré - premier cycle,C201,COLLÈGE,11,-0.93362,46.11755
COLLEGE ANDRE DULIN,RUE DE SAINT CHRISTOPHE,17290,17003,AIGREFEUILLE-D'AUNIS,C,Enseignement,C2,Enseignement du second degré - premier cycle,C201,COLLÈGE,11,-0.93693,46.11846
CMP AIGREFEUILLE D AUNIS,PL DU 8 MAI 1945,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D1,Etablissements et services de santé,D109,STRUCTURE PSYCHIATRIQUE EN AMBULATOIRE,11,-0.93594,46.11528
CONSULT DE PROTECTION INFANTILE,8 AV DES MARONNIERS,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D1,Etablissements et services de santé,D115,SERVICES DE SANTÉ MATERNELLE ET INFANTILE,11,-0.93723,46.11605
"JEANNE LE BRECH, ERGOTHÉRAPEUTE",21 B RUE DE LA RIVIERE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D247,ERGOTHÉRAPEUTE,11,-0.93916,46.11287
"LAURE ROLLAND-PIEGUE, ERGOTHÉRAPEUTE",21 B RUE DE LA RIVIERE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D247,ERGOTHÉRAPEUTE,11,-0.93916,46.11287
"SYLVAINE PEINTURAUD, DIÉTÉTICIEN",16 RUE DES ECOLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D249,DIÉTÉTICIEN,11,-0.93973,46.11701
"CARINE TOUCHARD, DIÉTÉTICIEN",9 RUE DES HAUTS DE FRACE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D249,DIÉTÉTICIEN,11,-0.91976,46.1234
"SABRINA GOUA, PSYCHOLOGUE",5 RUE DE VIRSON,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D250,PSYCHOLOGUE,11,-0.93257,46.1178
"CEDRIC FROMENT, MÉDECIN",2 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-0.93453,46.11698
"AURELIE LAFAGE-FROMENT, MÉDECIN",2 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-0.93453,46.11698
"ALEXANDRE BRINON, MÉDECIN",2 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-0.93453,46.11698
"VIET CUONG BUI, MÉDECIN",2 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-0.93453,46.11698
"GERARD PARROD, MÉDECIN",2 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D265,MÉDECIN GÉNÉRALISTE,11,-0.93453,46.11698
"THAROEUN PONG, CHIRURGIEN-DENTISTE",26 AV DES MARRONNIERS,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-0.94115,46.11557
"RODRIGUE AGUIRRE, CHIRURGIEN-DENTISTE",26 AV DES MARRONNIERS,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-0.94115,46.11557
"CLAIRE PIGEYRE AGUIRRE, CHIRURGIEN-DENTISTE",26 AV DES MARRONNIERS,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-0.94115,46.11557
"VINCENT NARDI, CHIRURGIEN-DENTISTE",30 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-0.93289,46.11729
"SARAH CHOPINEAUX, CHIRURGIEN-DENTISTE",30 PL DE LA REPUBLIQUE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D277,CHIRURGIEN DENTISTE,11,-0.93289,46.11729
"HELENE DRUET, SAGE-FEMME",5 RUE DU CHATEAU D EAU,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D278,SAGE-FEMME,21,-0.93844,46.10737
"CLAIRE DUCAMP, SAGE-FEMME",5 RUE DU CHATEAU D EAU,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D278,SAGE-FEMME,21,-0.93844,46.10737
"BLANDINE MILLET, SAGE-FEMME",5 RUE CHATEAU D EAU,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D278,SAGE-FEMME,33,-0.94402,46.11951
"ALEXANDRE HANTZ, MASSEUR-KINÉSITHÉRAPEUTE",6 RUE JEAN MERMOZ,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.94689,46.10202
"EMMANUEL DUBAUT, MASSEUR-KINÉSITHÉRAPEUTE",10 E RUE OCTAVE MUREAU,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.934,46.11595
"VIRGINIE CHIAVALE-BOIZUMAULT, MASSEUR-KINÉSITHÉRAPEUTE",16 RUE DES ECOLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.93973,46.11701
"JEAN-BAPTISTE ELICES REJON, MASSEUR-KINÉSITHÉRAPEUTE",21 B RUE DE LA RIVIERE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.93916,46.11287
"DIOGO LIMA SOBRAL, MASSEUR-KINÉSITHÉRAPEUTE",,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,33,-0.94609,46.11222
"CATHERINE DUBREUIL HANTZ, MASSEUR-KINÉSITHÉRAPEUTE",6 RUE JEAN MERMOZ,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.94689,46.10202
"SOPHIE PERRIER, MASSEUR-KINÉSITHÉRAPEUTE",6 RUE JEAN MERMOZ,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.94689,46.10202
"MATTHIEU RIFFAULT, MASSEUR-KINÉSITHÉRAPEUTE",21 B RUE DE LA RIVIERE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.93916,46.11287
"VERONIQUE VERNAC, MASSEUR-KINÉSITHÉRAPEUTE",16 RUE DES ECOLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.93973,46.11701
"MARIE HANTZ, MASSEUR-KINÉSITHÉRAPEUTE",6 RUE JEAN MERMOZ,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.94689,46.10202
"FLORENCE ROLLAND PIEGUE, MASSEUR-KINÉSITHÉRAPEUTE",21 B RUE DE LA RIVIERE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.93916,46.11287
"STEPHANE COCARD, MASSEUR-KINÉSITHÉRAPEUTE",16 RUE DES ECOLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.93973,46.11701
"FRANCOIS FLAMENT, MASSEUR-KINÉSITHÉRAPEUTE",16 RUE DES ECOLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.93973,46.11701
"PAULINE DE LA ROCHEMACE, MASSEUR-KINÉSITHÉRAPEUTE",6 RUE JEAN MERMOZ,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.94689,46.10202
"AUDREY NICOLAS, MASSEUR-KINÉSITHÉRAPEUTE",21 B RUE DE LA RIVIERE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D279,MASSEUR KINÉSITHÉRAPEUTE,11,-0.93916,46.11287
"ERIC DEVRIENDT, PÉDICURE-PODOLOGUE",16 RUE DES ECOLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D280,PÉDICURE-PODOLOGUE,11,-0.93973,46.11701
"ELODIE PONCET-TILLON, INFIRMIER",4 PAS DE LA HALLE,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,21,-0.93474,46.11705
"EUGENIE GONORD, INFIRMIER",4 PAS DES HALLES,17290,17003,AIGREFEUILLE-D'AUNIS,D,Sante,D2,Fonctions médicales et paramédicales (à titre libéral),D281,INFIRMIER,11,-0.93474,46.11705
