idINS,distance,tt_bike,tt_car,tt_walk,tt_transit,part_transit,walktime
CRS3035RES200mN2625800E3462800,38145.403970346415,249.65270033162773,47.17284143417511,361.1500592520463,33.78144603803292,0.37341650054658865,17.55923392949397
CRS3035RES200mN2625800E3463600,38063.10212121765,247.19518667809655,48.43320809090412,357.1604136648002,38.18032423921868,0.3707023911576413,20.486435090654137
CRS3035RES200mN2627600E3478400,34571.75048200504,224.05938303341915,60.12305055698388,315.2480612682087,17.924528301886795,5.676949443016277e-4,17.924528301886795
CRS3035RES200mN2630000E3469000,34098.43560819503,222.6701999851154,56.17948690687562,313.55313267486736,NA,NA,NA
CRS3035RES200mN2630000E3469200,32729.357466616246,215.14998777967824,56.47117115115424,302.5272179883124,NA,NA,NA
CRS3035RES200mN2630000E3478800,35020.82086698949,229.08786487820763,58.83280989044463,322.60186128588384,20.125,8.403096541075387e-4,20.125
CRS3035RES200mN2634000E3483200,36369.326923277185,240.9371217250899,57.147080577113265,339.5893431949573,NA,NA,NA
CRS3035RES200mN2600800E3492400,38064.0737099219,241.3963608817988,64.27826732214109,340.6918653186171,24.333333333333336,0.004684166589370208,24.333333333333336
CRS3035RES200mN2601400E3491600,36879.561942405424,236.0111801242236,64.5873840445269,332.80732435266594,28.956521739130434,3.7105751391465676e-4,28.956521739130434
CRS3035RES200mN2613800E3472200,27872.075982397255,176.3246636012297,51.36632909249901,245.66506812603953,73.10492046063888,0.5523851166464493,15.636539590940437
CRS3035RES200mN2616600E3468400,25699.281985618574,159.13741915881747,45.83334056744365,222.02760536481588,70.14750484923297,0.49229567255523243,26.41867983306882
CRS3035RES200mN2616600E3477400,31132.715361999333,214.1759892196499,53.44889133896866,301.17640573318675,13.293233082706767,0.00814651476172976,13.293233082706767
CRS3035RES200mN2616600E3480600,30962.173320783993,215.43160398356716,58.98396143622095,302.92840517405847,18.681159420289855,8.776057896544269e-4,18.681159420289855
CRS3035RES200mN2620200E3472400,31191.56964971209,209.17366842610366,50.90022792706334,293.56467130518234,62.564864711554826,0.4229606525911708,27.149160474218643
CRS3035RES200mN2623000E3474600,33011.49665659925,216.37557730953193,52.61567931557237,303.65191026288886,63.141980569285835,0.4136885525248845,10.128481336287706
CRS3035RES200mN2623000E3475600,33654.42606108824,221.61075558937816,53.64535842355898,310.98615194806695,65.95892045454545,0.40587129728919485,10.472230113636364
CRS3035RES200mN2625400E3464800,23666.96305038319,140.44708162135385,42.31482938485299,203.02673602004836,45.19702139317112,0.5850307427805461,23.835312429955376
CRS3035RES200mN2625400E3465600,24704.924151134637,146.53132214651725,43.51427445239034,213.8451067064587,48.56057499938252,0.5699504476603412,18.4696445772717
CRS3035RES200mN2625400E3467200,27610.701212137148,165.02656973075304,47.36394352124527,241.6762200252419,52.8335794615472,0.4629259570887674,24.435388503919132
CRS3035RES200mN2627200E3462600,33245.681905467805,212.68727329897018,44.22789700052785,308.9764960864242,38.23722600801983,0.4564790171703221,16.320807399936065
