idINS,km_pa,f_i,ind_18_64,IRIS,COMMUNE
CRS3035RES200mN2609800E3483400,11794.257373114819,1.3046115414104575,1.8,172030000,17203
CRS3035RES200mN2609800E3486400,11200.219918689878,0.5036808860003603,0.7000000000000001,173400000,17340
CRS3035RES200mN2609800E3488400,13602.644033752324,2.8449659793137627,4.300000000000001,174570000,17457
CRS3035RES200mN2609800E3488600,13698.670167841688,1.0585919923027853,1.6,174570000,17457
CRS3035RES200mN2609800E3490200,10369.3879336202,2.580317981236728,3.9000000000000004,174570000,17457
CRS3035RES200mN2609800E3490400,10174.818199267142,14.555639894120208,22,174570000,17457
CRS3035RES200mN2609800E3492000,12033.747894229547,1.8525359865294773,2.8000000000000003,174570000,17457
CRS3035RES200mN2609800E3493400,12617.953365876685,3.360613631512555,5.3,170630000,17063
CRS3035RES200mN2609800E3493600,12500.426428105062,4.692177522523067,7.4,170630000,17063
CRS3035RES200mN2609800E3495200,11757.377651287314,1.6486029135721998,2.6,170630000,17063
CRS3035RES200mN2609800E3497200,9684.554446045615,0.88770926114902,1.4,170630000,17063
CRS3035RES200mN2609800E3498200,11578.465930762688,3.043574609671762,4.8,170630000,17063
CRS3035RES200mN2610000E3467800,10840.196661480764,0.4544787550359927,0.6000000000000001,174830000,17483
CRS3035RES200mN2610000E3473400,11010.525505294394,16.243483742000002,19.6,170320000,17032
CRS3035RES200mN2610000E3477000,10687.823733986845,1.145233592106979,1.7,171070000,17107
CRS3035RES200mN2610000E3484800,11853.918660203406,1.0073617718367152,1.4,173400000,17340
CRS3035RES200mN2610000E3486400,11095.96716314863,1.7988603071425373,2.5,173400000,17340
CRS3035RES200mN2610000E3491800,12206.225435824563,8.336411939062415,12.600000000000001,174570000,17457
CRS3035RES200mN2610000E3492000,12306.955229280842,6.682361951025228,10.100000000000001,174570000,17457
CRS3035RES200mN2610000E3498200,9817.223586912332,4.05809947953883,6.4,170630000,17063
CRS3035RES200mN2610200E3472400,11114.77703112171,3.352784785580678,4.1,170320000,17032
CRS3035RES200mN2610200E3472600,10743.99649424758,11.730881749177522,14.2,170320000,17032
CRS3035RES200mN2610200E3475800,11051.929185726003,3.2208197001598795,4.8,171070000,17107
CRS3035RES200mN2610200E3480800,10727.82316931492,0.5625353706195282,0.7000000000000001,170180000,17018
CRS3035RES200mN2610200E3484400,11029.032975706323,8.47276965121897,11.799999999999999,172030000,17203
CRS3035RES200mN2610200E3486400,12208.282315347808,1.5829970699715146,2.2,173400000,17340
CRS3035RES200mN2610200E3486600,10947.116499878026,22.305867808589905,31,173400000,17340
CRS3035RES200mN2610200E3486800,11641.734351527817,0.7914985350139679,1.1,173400000,17340
CRS3035RES200mN2610200E3487200,10642.503921520327,1.0073617718644736,1.4,173400000,17340
CRS3035RES200mN2610200E3487600,11694.897385716451,2.5184044299994897,3.5,173400000,17340
CRS3035RES200mN2610200E3487800,12101.475480804615,1.511042657733228,2.0999999999999996,173400000,17340
CRS3035RES200mN2610200E3491400,13074.97705910097,1.455563989416329,2.2,174570000,17457
CRS3035RES200mN2610200E3497200,9611.936746941203,0.31703902183958244,0.5,170630000,17063
CRS3035RES200mN2610400E3472400,10841.351363691318,0.997356612317268,1.2000000000000002,170320000,17032
CRS3035RES200mN2610400E3472600,10917.877140708284,2.086006694069113,2.5,170320000,17032
CRS3035RES200mN2610400E3477000,10691.495414707688,3.2806399195295386,4.9,171070000,17107
CRS3035RES200mN2610400E3477200,10818.533858430468,4.531407874849344,6.7,171070000,17107
CRS3035RES200mN2610400E3481800,11387.248030682265,2.009054895278044,2.5,170180000,17018
CRS3035RES200mN2610400E3484400,11536.116054728162,5.9908213259611935,8.3,172030000,17203
CRS3035RES200mN2610400E3486600,11375.728765136211,9.210164770673709,12.799999999999999,173400000,17340
CRS3035RES200mN2610400E3486800,11225.956050645607,10.793161842862569,15,173400000,17340
CRS3035RES200mN2610400E3487000,10442.005158694292,15.829970702870511,22,173400000,17340
CRS3035RES200mN2610400E3487200,10108.014162420337,6.619805930288946,9.200000000000001,173400000,17340
CRS3035RES200mN2610400E3487600,12078.391595515834,3.597720613418805,5,173400000,17340
CRS3035RES200mN2610400E3487800,12113.999832985792,6.1161250430714755,8.5,173400000,17340
CRS3035RES200mN2610600E3468400,9533.706850319762,4.16345233367698,5.6,174830000,17483
CRS3035RES200mN2610600E3468600,8822.657012025407,1.5205418320274093,2,174830000,17483
CRS3035RES200mN2610600E3469600,10245.308261581245,1.817522658574585,2.4,174830000,17483
CRS3035RES200mN2610600E3476200,11087.490536846737,1.5633055641379092,2.3,171070000,17107
CRS3035RES200mN2610600E3477200,9764.077558334955,44.88738941931887,67,171070000,17107
CRS3035RES200mN2610600E3477400,9825.517716579438,3.270521674590545,4.9,171070000,17107
CRS3035RES200mN2610600E3481800,11587.047709393097,3.5359366156760883,4.3999999999999995,170180000,17018
